video_id,author,text,like_count,published_at,fetched_at
N4Dvapjqnyw,@azeemtariasutariaTarasutariaaz,Thank you paji 😊❤❤,0,2025-10-27T14:56:09Z,2025-11-08T20:41:45.425413
N4Dvapjqnyw,@maazali6352,Kashmir on Top🙌🏻❤️,0,2025-10-27T14:45:17Z,2025-11-08T20:41:45.425418
N4Dvapjqnyw,@fun4uf-04,Thanks for information bhaiji❤,1,2025-10-27T14:35:05Z,2025-11-08T20:41:45.425423
N4Dvapjqnyw,@DhananjayNayak-q4l,Mereko app perfect lagte ho iss mamle main,0,2025-10-27T14:34:03Z,2025-11-08T20:41:45.425428
N4Dvapjqnyw,@jeonmafiaking,Love you paji ❤😂,0,2025-10-27T14:33:31Z,2025-11-08T20:41:45.425433
N4Dvapjqnyw,@Haseeb-U-Rehman-x9v3x,Meherbani Sardar Sahab❤😊,0,2025-10-27T14:33:19Z,2025-11-08T20:41:45.425438
N4Dvapjqnyw,@RAVAN-GAMING-73,Main aapka bahut bada fan hun I love you ❤❤❤❤❤❤❤❤❤,0,2025-10-27T14:31:45Z,2025-11-08T20:41:45.425443
N4Dvapjqnyw,@Arpit77-z2z,Thank you paji🎉,1,2025-10-27T14:31:18Z,2025-11-08T20:41:45.425448
ve3kvQxETx0,@NimeshBytes,Instagram new update ko remove karne ke liye related video click karke full video dekhe👆,8,2025-10-29T11:22:43Z,2025-11-08T20:41:46.244914
ve3kvQxETx0,@SayaniNaskar-ri4qk,I don&#39;t do anything yet it changed how can I see my massenger in instgram,0,2025-11-07T15:33:37Z,2025-11-08T20:41:46.244930
ve3kvQxETx0,@KusumaV-p5m,Comment,0,2025-11-05T15:04:48Z,2025-11-08T20:41:46.244933
ve3kvQxETx0,@FardeenSidd-g8l,Bhai mujhe pata nahin tha maine kar diya ab Main Kya Karun,0,2025-11-04T19:35:12Z,2025-11-08T20:41:46.244936
ve3kvQxETx0,@NimeshBytes,Jankari pasand aaya ho SUBSCRIBE kar lo yaar,1,2025-11-02T04:46:14Z,2025-11-08T20:41:46.244939
ve3kvQxETx0,@RiturajSingh-r5m,Mene abhi just kar liya tab puch ne aata ki sahi kaise kare...😢,5,2025-11-01T11:48:55Z,2025-11-08T20:41:46.244942
ve3kvQxETx0,@TheRealNikhilGamer,Nice video ❤,0,2025-10-31T15:45:31Z,2025-11-08T20:41:46.244945
ve3kvQxETx0,@darkshadow6802,Bhai draw ka option nhi ara,0,2025-10-29T18:24:48Z,2025-11-08T20:41:46.244948
ve3kvQxETx0,@NimeshBytes,DON&#39;T FORGET TO SUBSCRIBE ❤,2,2025-10-29T17:56:34Z,2025-11-08T20:41:46.244951
ve3kvQxETx0,@NimeshKumar-do8rf,Hii,1,2025-10-29T17:48:15Z,2025-11-08T20:41:46.244954
ve3kvQxETx0,@RameshKumar-s7k,Thank you bro❤,3,2025-10-29T17:42:01Z,2025-11-08T20:41:46.244957
ve3kvQxETx0,@Ishant_Atala,Mera ho gaya,1,2025-10-29T07:11:32Z,2025-11-08T20:41:46.244960
ve3kvQxETx0,@piyalibiswas783,😢,1,2025-10-28T17:00:39Z,2025-11-08T20:41:46.244963
ve3kvQxETx0,@PottiPotti143-r8v,How to change new to old,3,2025-10-28T05:23:13Z,2025-11-08T20:41:46.244966
AXVDpNYLR8o,@SanjyKumar-g4t,Nahi hota hiii,0,2025-10-29T13:16:43Z,2025-11-08T20:41:46.959571
AXVDpNYLR8o,@pahadokuraibashi,Twri ma ko chud,0,2025-10-25T17:18:34Z,2025-11-08T20:41:46.959600
AXVDpNYLR8o,@sunepao7040,Why why lol video,0,2025-10-22T16:23:40Z,2025-11-08T20:41:46.959608
AXVDpNYLR8o,@RuwelAhmed-r3k7y,Tumar na nir biya,0,2025-10-17T16:45:08Z,2025-11-08T20:41:46.959614
AXVDpNYLR8o,@AsmaTaj-b6q,Feck hai bhai kuch bhi nai hora hai,0,2025-10-06T01:16:37Z,2025-11-08T20:41:46.959621
AXVDpNYLR8o,@MithunStudio-fj2yl,Thnku❤❤❤❤,4,2025-10-05T06:02:53Z,2025-11-08T20:41:46.959628
AXVDpNYLR8o,@Sagacious-o3s,It is not working.,1,2025-10-04T17:20:17Z,2025-11-08T20:41:46.959634
AXVDpNYLR8o,@Badboy0835,Mere me option hi nhi hai live ka😅😂🤦‍♂️,0,2025-10-02T15:16:33Z,2025-11-08T20:41:46.959638
AXVDpNYLR8o,@SanjeshJatav-q6y,❤❤❤,0,2025-10-01T22:03:30Z,2025-11-08T20:41:46.959645
AXVDpNYLR8o,@SanjeshJatav-q6y,❤❤❤,0,2025-10-01T22:03:25Z,2025-11-08T20:41:46.959651
AXVDpNYLR8o,@SoumyaranjanNayak-o5i,Maghia michhua giha,0,2025-09-30T09:29:25Z,2025-11-08T20:41:46.959656
AXVDpNYLR8o,@SushilaNishad-i5n,Khuch nhi hota he,1,2025-09-29T13:31:49Z,2025-11-08T20:41:46.959662
AXVDpNYLR8o,@SushilaNishad-i5n,Ye sab juth he,0,2025-09-29T13:31:40Z,2025-11-08T20:41:46.959667
AXVDpNYLR8o,@pinkykumari-mu5hq,थैंक यू सो मच सर 😊🙏,0,2025-09-27T20:09:52Z,2025-11-08T20:41:46.959673
AXVDpNYLR8o,@JahagirSk-v4y,thank you so much ❤❤ ho gaya hai ❤❤🎉🎉,0,2025-09-27T10:34:29Z,2025-11-08T20:41:46.959678
AXVDpNYLR8o,@roushanramjaane4019,Ho gya bhai 😊😊😊😊,5,2025-09-25T11:29:59Z,2025-11-08T20:41:46.959684
AXVDpNYLR8o,@Raj-s8n3z,400,1,2025-09-24T18:15:17Z,2025-11-08T20:41:46.959690
AXVDpNYLR8o,@Raj-s8n3z,Ha❤❤,3,2025-09-24T18:14:52Z,2025-11-08T20:41:46.959696
AXVDpNYLR8o,@Ravinahurhey7686,Ha bhai 😈,0,2025-09-23T14:12:30Z,2025-11-08T20:41:46.959702
AXVDpNYLR8o,@Henry345yt,"Gadura channel,😂😂",0,2025-09-19T14:31:26Z,2025-11-08T20:41:46.959712
AXVDpNYLR8o,@TanushJarngal,Is ka matlab ha bhi samaj nhai aaya,0,2025-09-10T13:56:31Z,2025-11-08T20:41:46.959718
AXVDpNYLR8o,@MunnaKhan-pi8nn,Kya soch ke tune YouTube channel  khula hai be 😂😂😂,3,2025-09-08T20:32:17Z,2025-11-08T20:41:46.959723
AXVDpNYLR8o,@sillentop2274,Instagram par ek aur glitch agaya hai jese koi comment par like karta hai to wo notification show nhi hota hai aur kuch logo ka show ho rah hai video banao,0,2025-08-03T08:21:21Z,2025-11-08T20:41:46.959728
AXVDpNYLR8o,@ZainabAnsari7865,Notification on kaise kare 🥺,6,2025-07-18T08:56:25Z,2025-11-08T20:41:46.959732
AXVDpNYLR8o,@SaminaSaifi-n3c,Isse kya hota he,2,2025-06-11T13:47:38Z,2025-11-08T20:41:46.959737
AXVDpNYLR8o,@rohitdhumal9720,😂😮,3,2025-05-25T05:46:19Z,2025-11-08T20:41:46.959743
uV5fUHPoqlc,@kn0wngirl4791,Kuch bhi post kardo gha ap ab,17,2025-04-06T21:53:11Z,2025-11-08T20:41:47.674321
