video_id,author,text,like_count,published_at,fetched_at
AXVDpNYLR8o,@MunnaKhan-pi8nn,Kya soch ke tune YouTube channel  khula hai be 😂😂😂,5,2025-09-08T20:32:17Z,2025-11-20T20:26:29.709178
AXVDpNYLR8o,@sillentop2274,Instagram par ek aur glitch agaya hai jese koi comment par like karta hai to wo notification show nhi hota hai aur kuch logo ka show ho rah hai video banao,0,2025-08-03T08:21:21Z,2025-11-20T20:26:29.709182
AXVDpNYLR8o,@ZainabAnsari7865,Notification on kaise kare 🥺,7,2025-07-18T08:56:25Z,2025-11-20T20:26:29.709186
AXVDpNYLR8o,@SaminaSaifi-n3c,Isse kya hota he,2,2025-06-11T13:47:38Z,2025-11-20T20:26:29.709190
AXVDpNYLR8o,@rohitdhumal9720,😂😮,3,2025-05-25T05:46:19Z,2025-11-20T20:26:29.709193
uV5fUHPoqlc,@kn0wngirl4791,Kuch bhi post kardo gha ap ab,17,2025-04-06T21:53:11Z,2025-11-20T20:26:31.112990
N4Dvapjqnyw,@NeelamRana-r7h5q,Sir instagram taged post galti se hide ho gyi solution bta do,0,2025-11-18T17:12:30Z,2025-11-20T20:26:32.418012
N4Dvapjqnyw,@Yoursdocshree,Can anybody tell where we can see the likes and followers on insta,0,2025-11-17T20:10:59Z,2025-11-20T20:26:32.418040
N4Dvapjqnyw,@sohilchauhan6755,update Instagram nahi a Raha,0,2025-11-10T17:31:17Z,2025-11-20T20:26:32.418047
N4Dvapjqnyw,@KarishmaAhirwar-j2i,Nhi aaya,0,2025-11-08T11:13:38Z,2025-11-20T20:26:32.418053
N4Dvapjqnyw,@PrinceSingh-v9s4d,Sir Iphone me capcut pro kaise chalau please sir bata do🙏🏻,0,2025-11-07T15:48:00Z,2025-11-20T20:26:32.418059
N4Dvapjqnyw,@GauravManakRandhawa,Update option nhi aa rha hai,0,2025-11-07T12:23:18Z,2025-11-20T20:26:32.418065
N4Dvapjqnyw,@chaudharinir,Bhai old ui vapis ke liye video dalo yar,0,2025-11-06T01:33:15Z,2025-11-20T20:26:32.418072
N4Dvapjqnyw,@GhostPunch-g9g4x,❤️,0,2025-11-03T14:27:51Z,2025-11-20T20:26:32.418078
N4Dvapjqnyw,@AbcdEfgh-o1g6n,Bhai vn app me problem chal rahi h ak bar hi fx lga sakte h dusri bar nahi lgrah please help me 🥺🥺,0,2025-11-03T08:49:24Z,2025-11-20T20:26:32.418084
N4Dvapjqnyw,@Mr.srb09,"Raj bhai ek Request tha aaj kl &quot;virtual Influencer&quot; bahut hi viral ho rahe bhai main bhi banana chahta hu but mujhe na hi koi guidance dene wala hai aur na hi mujhe uska road map pta hai bhai maine social media pr bahut - bahut zyada research kiya but Result kuchh nhi hua ho, to virtual Influencer (AI influencer) banana aasan to nhi hai ye main samajh gya hu but Raj bhai mujhe sirf ek road map chahiye chahe vo kitna bhi mushkil kyu na chahe uske liye saal hi kyu na lg jaaye main raat - din ek kar dunga bs mujhe AI influencer banana hai, mujhe aapki help chahiye Raj bhai 😢😢😢",0,2025-10-31T19:16:08Z,2025-11-20T20:26:32.418090
N4Dvapjqnyw,@editor_abhimanyue5613,🎉🎉🎉🎉,1,2025-10-29T05:50:27Z,2025-11-20T20:26:32.418095
N4Dvapjqnyw,@editor_abhimanyue5613,Mast,0,2025-10-29T05:50:21Z,2025-11-20T20:26:32.418102
N4Dvapjqnyw,@gowherbashir-q3r,SIR PLEAS SUGGEST  VLOG AND EDITING,0,2025-10-29T05:25:54Z,2025-11-20T20:26:32.418108
N4Dvapjqnyw,@gowherbashir-q3r,THE MUTAIF VIOG MY CHEN,0,2025-10-29T05:22:56Z,2025-11-20T20:26:32.418113
N4Dvapjqnyw,@gowherbashir-q3r,NICE SIR I  AM YOUR BIG FAN,0,2025-10-29T05:22:14Z,2025-11-20T20:26:32.418120
N4Dvapjqnyw,@gamer_life.3,Bhai ab unupdate kese karu pls help kardo 😭,1,2025-10-29T04:55:59Z,2025-11-20T20:26:32.418127
N4Dvapjqnyw,@Jitendraraval612,Sir .instagram page ko.normal instagram kaise kare usake bare main batye ye ga .,1,2025-10-28T12:31:40Z,2025-11-20T20:26:32.418131
N4Dvapjqnyw,@darkhousechannelwithiconic9439,Nice information,0,2025-10-28T11:29:10Z,2025-11-20T20:26:32.418135
N4Dvapjqnyw,@Ar.Shreeman712,नहीं चाहिए ये अपडेट...  आदत हो जाणे की बाद बटन शिफ्ट नहीं करवाना अब🤦🏻‍♂️🤦🏻‍♂️,2,2025-10-28T10:33:39Z,2025-11-20T20:26:32.418139
N4Dvapjqnyw,@Ksn_yt-00,Hello bro big fan ❤❤,0,2025-10-28T09:52:53Z,2025-11-20T20:26:32.418143
N4Dvapjqnyw,@HabibaKhan-c5c,Mere me update instagram ka option nhi a raha h me kya kru bhaiya,0,2025-10-28T09:32:22Z,2025-11-20T20:26:32.418147
N4Dvapjqnyw,@vidyabhoir5608,"Raj bhaiya upload this to your next video first of all go to the sweezy cursor then click on first website then we can see different types of customize cursor like anime, sonic, troll face, minecraft sword and etc then you have to download anything you want then go to that computer panel then select mouse option and then click on browse and then click on cursor and enjoy using new style cursor 👍👍🎉💯 pls try this one time 🙏",2,2025-10-27T19:59:46Z,2025-11-20T20:26:32.418150
N4Dvapjqnyw,@CreativeVlogsPatna,Wow,0,2025-10-27T19:48:22Z,2025-11-20T20:26:32.418153
N4Dvapjqnyw,@gyanibaba546,Bhai aapka knowledge kamal ka hai,0,2025-10-27T19:34:46Z,2025-11-20T20:26:32.418157
N4Dvapjqnyw,@hdanimation-s4h,Check me also,0,2025-10-27T19:00:41Z,2025-11-20T20:26:32.418160
N4Dvapjqnyw,@NavneetUpadhyay-c8j,Mujhe update instagram ka option mil hi nhi raha,1,2025-10-27T17:53:53Z,2025-11-20T20:26:32.418164
N4Dvapjqnyw,@Ganesh-x7t2y,<b>taarak mehta ka ulta chasma ke next sodhi app hoge</b>,3,2025-10-27T16:27:36Z,2025-11-20T20:26:32.418167
N4Dvapjqnyw,@Humar-h9f,Instagram Paisa nahin deta Hai Mera 16000 flower hai,0,2025-10-27T16:17:33Z,2025-11-20T20:26:32.418170
N4Dvapjqnyw,@LaibaFatima-w4i,Instagram ke video par music copyright aay to kya kre......iska koi solution bataye na please sir,0,2025-10-27T16:11:47Z,2025-11-20T20:26:32.418174
N4Dvapjqnyw,@PencileArt90,Sir instagram pe schedule post ka options nahi aa raha hai,0,2025-10-27T15:56:37Z,2025-11-20T20:26:32.418177
N4Dvapjqnyw,@Dark_Knig8t,This is the man with zero% haters with 100% kindness😊😊,0,2025-10-27T15:55:37Z,2025-11-20T20:26:32.418180
N4Dvapjqnyw,@srikanthdusija4048,Mujhe yeh feature Nai Mila abhi Tak,0,2025-10-27T15:20:37Z,2025-11-20T20:26:32.418183
N4Dvapjqnyw,@official_ashvik1,❤️,0,2025-10-27T15:13:54Z,2025-11-20T20:26:32.418186
N4Dvapjqnyw,@allrounde2619,Mere ek I&#39;d me collaboration nahi ho raha hai plz,0,2025-10-27T14:58:26Z,2025-11-20T20:26:32.418189
N4Dvapjqnyw,@azeemtariasutariaTarasutariaaz,Thank you paji 😊❤❤,0,2025-10-27T14:56:09Z,2025-11-20T20:26:32.418193
N4Dvapjqnyw,@maazali6352,Kashmir on Top🙌🏻❤️,0,2025-10-27T14:45:17Z,2025-11-20T20:26:32.418198
N4Dvapjqnyw,@fun4uf-04,Thanks for information bhaiji❤,1,2025-10-27T14:35:05Z,2025-11-20T20:26:32.418203
N4Dvapjqnyw,@DhananjayNayak-q4l,Mereko app perfect lagte ho iss mamle main,0,2025-10-27T14:34:03Z,2025-11-20T20:26:32.418209
N4Dvapjqnyw,@jeonmafiaking,Love you paji ❤😂,0,2025-10-27T14:33:31Z,2025-11-20T20:26:32.418214
N4Dvapjqnyw,@Haseeb-U-Rehman-x9v3x,Meherbani Sardar Sahab❤😊,0,2025-10-27T14:33:19Z,2025-11-20T20:26:32.418219
N4Dvapjqnyw,@RAVAN-GAMING-73,Main aapka bahut bada fan hun I love you ❤❤❤❤❤❤❤❤❤,0,2025-10-27T14:31:45Z,2025-11-20T20:26:32.418224
N4Dvapjqnyw,@Arpit77-z2z,Thank you paji🎉,1,2025-10-27T14:31:18Z,2025-11-20T20:26:32.418230
ve3kvQxETx0,@NimeshBytes,Instagram new update ko remove karne ke liye related video click karke full video dekhe👆,15,2025-10-29T11:22:43Z,2025-11-20T20:26:33.609844
ve3kvQxETx0,@mariamDiagnosticlab,How,0,2025-11-19T09:24:20Z,2025-11-20T20:26:33.609859
ve3kvQxETx0,@PoojaDubey-cg,Mujhe pahle jaise chahiye batao na kaise kare 😢,2,2025-11-16T04:56:23Z,2025-11-20T20:26:33.609862
ve3kvQxETx0,@renukaul7218,😮😢,0,2025-11-14T21:32:18Z,2025-11-20T20:26:33.609865
ve3kvQxETx0,@Muskaan-i6h,Not now ja opstion nai hai bhai,0,2025-11-13T05:10:36Z,2025-11-20T20:26:33.609867
ve3kvQxETx0,@SayaniNaskar-ri4qk,I don&#39;t do anything yet it changed how can I see my massenger in instgram,1,2025-11-07T15:33:37Z,2025-11-20T20:26:33.609869
ve3kvQxETx0,@KusumaV-p5m,Comment,0,2025-11-05T15:04:48Z,2025-11-20T20:26:33.609871
ve3kvQxETx0,@FardeenSidd-g8l,Bhai mujhe pata nahin tha maine kar diya ab Main Kya Karun,10,2025-11-04T19:35:12Z,2025-11-20T20:26:33.609874
ve3kvQxETx0,@NimeshBytes,Jankari pasand aaya ho SUBSCRIBE kar lo yaar,1,2025-11-02T04:46:14Z,2025-11-20T20:26:33.609877
ve3kvQxETx0,@RiturajSingh-r5m,Mene abhi just kar liya tab puch ne aata ki sahi kaise kare...😢,26,2025-11-01T11:48:55Z,2025-11-20T20:26:33.609881
ve3kvQxETx0,@TheRealNikhilGamer,Nice video ❤,0,2025-10-31T15:45:31Z,2025-11-20T20:26:33.609885
ve3kvQxETx0,@darkshadow6802,Bhai draw ka option nhi ara,0,2025-10-29T18:24:48Z,2025-11-20T20:26:33.609889
ve3kvQxETx0,@NimeshBytes,DON&#39;T FORGET TO SUBSCRIBE ❤,2,2025-10-29T17:56:34Z,2025-11-20T20:26:33.609892
ve3kvQxETx0,@NimeshKumar-do8rf,Hii,1,2025-10-29T17:48:15Z,2025-11-20T20:26:33.609895
ve3kvQxETx0,@RameshKumar-s7k,Thank you bro❤,7,2025-10-29T17:42:01Z,2025-11-20T20:26:33.609899
ve3kvQxETx0,@Ishant_Atala,Mera ho gaya,1,2025-10-29T07:11:32Z,2025-11-20T20:26:33.609902
ve3kvQxETx0,@piyalibiswas783,😢,1,2025-10-28T17:00:39Z,2025-11-20T20:26:33.609906
ve3kvQxETx0,@PottiPotti143-r8v,How to change new to old,4,2025-10-28T05:23:13Z,2025-11-20T20:26:33.609909
