video_id,author,text,like_count,published_at,fetched_at
T_Cu2-juLZo,@SkNurHosen-p3i,Repost not showing my I&#39;d please help me,1,2025-11-12T08:07:20Z,2025-11-20T21:24:28.054628
T_Cu2-juLZo,@izanagihimself,umm i don’t have that option its not there,2,2025-11-12T07:38:21Z,2025-11-20T21:24:28.054642
DMCG16IcR60,@sanu90-i4p,"<a href=""https://www.youtube.com/watch?v=DMCG16IcR60&amp;t=164"">2:44</a> ye bahut jyada accha feature diya hai jo instagram ka password bhul jaye",0,2025-11-18T13:12:52Z,2025-11-20T21:24:28.876019
DMCG16IcR60,@jayupatel4324,Bhaii meri dusri id me 45 sec ki photo par story lag rahi hai meri main id me shirf 15 sec ki hi story lag rahi haii plsz problm solw karva do,1,2025-11-17T15:50:36Z,2025-11-20T21:24:28.876034
DMCG16IcR60,@RupanSantra-o9u,bhai wo last walla feature hacker log abuse kar sakte hai (kar rahe he) password ke bina khul jaiga insta account ye topic thora underrated hai meta iska abhi tak fix nahi nikala hai,0,2025-11-13T19:11:34Z,2025-11-20T21:24:28.876039
DMCG16IcR60,@superstar3866,Means anyone can check my watch history or just my like reels?,0,2025-11-06T17:05:00Z,2025-11-20T21:24:28.876042
DMCG16IcR60,@ShubhamUnhale-p7s,Mere phone me watch history wala option hi nhi hai. Abhi toh insta download Kiya hai,0,2025-11-05T11:19:24Z,2025-11-20T21:24:28.876047
DMCG16IcR60,@SurajKumar-j5m5v,Me first 🥇🏆,1,2025-11-05T10:33:40Z,2025-11-20T21:24:28.876051
VDCXnWTghwI,@SakibulHussain-w6s,Apke hi nhi howa,1,2025-11-19T11:31:04Z,2025-11-20T21:24:29.801151
VDCXnWTghwI,@vaibhavkarangutkar2493,Vapas vaisa hi ho jata hai,1,2025-11-16T17:27:47Z,2025-11-20T21:24:29.801167
VDCXnWTghwI,@ParveenHasan-l3w,Love you Bhai hogya mera ❤❤,1,2025-11-09T19:19:21Z,2025-11-20T21:24:29.801171
VDCXnWTghwI,@SdhalarKadam,Thk🎉🎉🎉🎉🎉,0,2025-11-09T15:34:07Z,2025-11-20T21:24:29.801176
VDCXnWTghwI,@SabujBarui-x9h8n,😅😂😂,0,2025-11-09T15:23:06Z,2025-11-20T21:24:29.801180
VDCXnWTghwI,@JishanAnsari81023,Aapke video se jiyada coment pr bhrosa karta hu 😂,12,2025-11-05T13:31:14Z,2025-11-20T21:24:29.801184
VDCXnWTghwI,@zaidSheikh-ynfc,Fir sab insta data delet😂,2,2025-11-05T06:17:33Z,2025-11-20T21:24:29.801187
VDCXnWTghwI,@Nagpuricgsong77,😅😅😅😅🤬,0,2025-11-05T06:05:28Z,2025-11-20T21:24:29.801191
VDCXnWTghwI,@BestLevel06,Bakwas 😏,0,2025-11-04T20:19:42Z,2025-11-20T21:24:29.801194
VDCXnWTghwI,@Sunny_Singh_vloger_up15,Thankyou brother,3,2025-11-04T16:21:00Z,2025-11-20T21:24:29.801198
d2oLZbEA7bk,@Pakhiborah-y5l,Mera Instagram hi ud Gaya 🙃👍🏻,0,2025-11-17T04:59:13Z,2025-11-20T21:24:30.718719
d2oLZbEA7bk,@Cric-yt1,Mera instagram par 1-1 karke thode din baad followers kam ho rahe hai,0,2025-11-16T17:57:00Z,2025-11-20T21:24:30.718737
d2oLZbEA7bk,@MujakkirAlom-b1k9e,Please mujhe purana update FIR kar dena,0,2025-11-13T13:29:03Z,2025-11-20T21:24:30.718740
d2oLZbEA7bk,@MujakkirAlom-b1k9e,Bhai mujhe purani update ki jarurat hai,0,2025-11-13T13:28:43Z,2025-11-20T21:24:30.718744
d2oLZbEA7bk,@ff_sintoo_paswan,Thanks bro❤,0,2025-11-12T14:15:25Z,2025-11-20T21:24:30.718747
d2oLZbEA7bk,@tanishmehta007,Instagram hi ud gya 😢😢,1,2025-11-11T16:11:18Z,2025-11-20T21:24:30.718751
d2oLZbEA7bk,@Hitlerff0007,Hogya bhai ❤,0,2025-11-09T03:11:18Z,2025-11-20T21:24:30.718754
d2oLZbEA7bk,@Itz_bijoy_47,Upload in high-quality kara Ho Tab Bhi quality Phat Ja rahi Hai,1,2025-11-07T18:27:28Z,2025-11-20T21:24:30.718757
d2oLZbEA7bk,@Faixo_FF4,Are Tora Mai ke chodo bhosdi wala😅,0,2025-11-07T07:28:11Z,2025-11-20T21:24:30.718761
d2oLZbEA7bk,@krishnakanthkunalpawar9759,Red colour dot dek raha hai profile pe,0,2025-11-07T02:48:34Z,2025-11-20T21:24:30.718764
d2oLZbEA7bk,@ROCKYBHAI93-x,Ooh 😲 roola,0,2025-11-07T00:27:59Z,2025-11-20T21:24:30.718768
d2oLZbEA7bk,@ROCKYBHAI93-x,😂😂😂,0,2025-11-07T00:27:39Z,2025-11-20T21:24:30.718771
d2oLZbEA7bk,@LOCALTEAM120,Pahle tha abhi nahin Hai,0,2025-11-06T09:38:25Z,2025-11-20T21:24:30.718775
d2oLZbEA7bk,@LOCALTEAM120,Recommend on Facebook a option Mera nahin a raha hai,0,2025-11-06T09:37:03Z,2025-11-20T21:24:30.718778
